ID,Категория,Сценарий,Альтернатива,Дата_создания,Критерий_Заработная плата,Критерий_Карьерный рост,Критерий_Work-life balance,Критерий_Стабильность,Критерий_Престиж,Критерий_Интерес к работе,Критерий_Возможности обучения,Критерий_Рабочая атмосфера,Тревожность,Временное_давление,Важность_решения,Доступность_информации,Опыт_в_области,Финансовые_ресурсы,Социальная_поддержка,Эмоциональное_состояние,Уверенность_в_себе,Склонность_к_риску,Общая_оценка,Индекс_тревожности,Время_на_решение_часы,Уровень_сложности,Влияние_на_будущее,Обратимость_решения,Количество_заинтересованных_сторон,Критерий_Доходность,Критерий_Риск потерь,Критерий_Ликвидность,Критерий_Минимальная сумма,Критерий_Сроки инвестирования,Критерий_Налоговые льготы,Критерий_Инфляционная защита,Критерий_Простота управления,Критерий_Эмоциональная совместимость,Критерий_Финансовая стабильность,Критерий_Общие ценности,Критерий_Семейные планы,Критерий_Взаимная поддержка,Критерий_Физическая привлекательность,Критерий_Социальный статус,Критерий_Готовность к компромиссам,Критерий_Эффективность,Критерий_Стоимость,Критерий_Безопасность,Критерий_Время на выполнение,Критерий_Доступность,Критерий_Побочные эффекты,Критерий_Научная обоснованность,Критерий_Долгосрочные результаты,Критерий_Цена,Критерий_Местоположение,Критерий_Площадь,Критерий_Состояние жилья,Критерий_Инфраструктура,Критерий_Транспортная доступность,Критерий_Экология,Критерий_Безопасность района,Критерий_Бюджет поездки,Критерий_Климат,Критерий_Культурные достопримечательности,Критерий_Языковой барьер,Критерий_Виза и документы,Критерий_Качество сервиса,Критерий_Отзывы туристов,Критерий_Цена товара,Критерий_Качество,Критерий_Бренд,Критерий_Функциональность,Критерий_Дизайн,Критерий_Гарантия,Критерий_Отзывы покупателей,Критерий_Экологичность,Критерий_Общие интересы,Критерий_Время на общение,Критерий_Эмоциональная поддержка,Критерий_Взаимная выгода,Критерий_Надежность людей,Критерий_Позитивное влияние,Критерий_Географическая близость,Критерий_Личный интерес,Критерий_Стоимость занятий,Критерий_Время на хобби,Критерий_Социальные возможности,Критерий_Развитие навыков,Критерий_Физическая нагрузка,Критерий_Творческое самовыражение,Критерий_Практическая польза,Критерий_Духовная значимость,Критерий_Временные затраты,Критерий_Стоимость обучения,Критерий_Социальное принятие,Критерий_Совместимость с убеждениями,Критерий_Долгосрочное развитие,Критерий_Удобство использования,Критерий_Безопасность данных,Критерий_Стоимость услуг,Критерий_Совместимость,Критерий_Скорость работы,Критерий_Техническая поддержка,Критерий_Обновления и развитие,Критерий_Уровень защиты,Критерий_Стоимость решения,Критерий_Надежность системы,Критерий_Простота использования,Критерий_Скорость реагирования,Критерий_Покрытие рисков,Критерий_Репутация провайдера,Критерий_Гибкость условий
345,Технологии и цифровая жизнь,Выбор интернет-провайдера,Вариант_4,2025-03-06 06:42:47.832983,,,,,,,,,Низкая,Высокое,Средняя,Достаточная,Эксперт,Значительные,Сильная,Нейтральное,Средняя,Принятие,5.6,2,132.4,2,9,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,9.6,4.0,2.2,9.3,6.5,1.0,,,,,,,,
346,Технологии и цифровая жизнь,Облачные хранилища,Вариант_1,2025-06-25 06:42:47.833034,,,,,,,,,Средняя,Умеренное,Средняя,Достаточная,Новичок,Ограниченные,Сильная,Негативное,Средняя,Принятие,5.5,6,32.6,10,5,Необратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,8.3,8.4,2.6,7.9,7.3,1.1,,,,,,,,
347,Технологии и цифровая жизнь,Облачные хранилища,Вариант_2,2025-04-30 06:42:47.833096,,,,,,,,,Высокая,Умеренное,Низкая,Достаточная,Эксперт,Значительные,Слабая,Негативное,Высокая,Избегание,6.4,10,113.1,10,10,Легко обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,9.7,1.3,7.3,6.5,1.1,9.9,,,,,,,,
348,Технологии и цифровая жизнь,Облачные хранилища,Вариант_3,2024-10-30 06:42:47.833138,,,,,,,,,Высокая,Нет,Высокая,Избыточная,Эксперт,Умеренные,Отсутствует,Нейтральное,Высокая,Принятие,4.1,1,143.5,6,7,Частично обратимо,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,1.6,3.3,3.1,5.7,8.0,2.7,,,,,,,,
349,Технологии и цифровая жизнь,Облачные хранилища,Вариант_4,2025-06-26 06:42:47.833181,,,,,,,,,Средняя,Умеренное,Низкая,Достаточная,Новичок,Умеренные,Отсутствует,Позитивное,Низкая,Принятие,5.6,4,164.3,7,2,Легко обратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,5.2,4.3,9.0,3.0,3.5,4.8,,,,,,,,
350,Технологии и цифровая жизнь,Облачные хранилища,Вариант_5,2025-06-04 06:42:47.833229,,,,,,,,,Средняя,Нет,Низкая,Достаточная,Новичок,Умеренные,Отсутствует,Нейтральное,Высокая,Избегание,4.6,2,130.4,10,8,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.6,6.6,4.9,1.2,8.2,9.4,,,,,,,,
351,Технологии и цифровая жизнь,Автоматизация домашних задач,Вариант_1,2025-06-25 06:42:47.833272,,,,,,,,,Средняя,Нет,Высокая,Избыточная,Эксперт,Умеренные,Отсутствует,Негативное,Высокая,Избегание,3.8,9,9.2,7,7,Легко обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.5,1.3,8.6,1.6,2.1,9.3,,,,,,,,
352,Технологии и цифровая жизнь,Автоматизация домашних задач,Вариант_2,2025-04-30 06:42:47.833313,,,,,,,,,Высокая,Высокое,Низкая,Достаточная,Эксперт,Умеренные,Сильная,Негативное,Низкая,Избегание,5.9,1,100.2,2,10,Легко обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.1,6.6,5.2,4.9,6.6,1.9,,,,,,,,
353,Технологии и цифровая жизнь,Автоматизация домашних задач,Вариант_3,2024-10-05 06:42:47.833413,,,,,,,,,Высокая,Умеренное,Высокая,Достаточная,Эксперт,Значительные,Отсутствует,Негативное,Средняя,Нейтральная,3.8,10,57.9,6,1,Необратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,4.2,5.3,2.7,2.2,1.4,2.1,,,,,,,,
354,Технологии и цифровая жизнь,Автоматизация домашних задач,Вариант_4,2025-07-29 06:42:47.833478,,,,,,,,,Низкая,Умеренное,Средняя,Избыточная,Средний,Значительные,Сильная,Нейтральное,Высокая,Принятие,5.3,6,143.2,10,6,Необратимо,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,8.4,6.0,4.1,9.8,6.8,2.8,,,,,,,,
355,Технологии и цифровая жизнь,Автоматизация домашних задач,Вариант_5,2025-01-25 06:42:47.833525,,,,,,,,,Средняя,Высокое,Средняя,Недостаточная,Средний,Значительные,Слабая,Позитивное,Средняя,Избегание,6.6,7,31.4,1,6,Легко обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.9,8.9,5.5,9.3,6.7,7.2,,,,,,,,
356,Безопасность и защита,Выбор страховки,Вариант_1,2025-08-12 06:42:47.833577,,,,,,,,,Средняя,Нет,Средняя,Достаточная,Эксперт,Ограниченные,Слабая,Позитивное,Низкая,Избегание,5.8,4,4.1,5,2,Легко обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.3,5.0,6.7,9.2,4.2,9.8,2.8
357,Безопасность и защита,Выбор страховки,Вариант_2,2025-02-14 06:42:47.833623,,,,,,,,,Высокая,Высокое,Критическая,Избыточная,Новичок,Ограниченные,Отсутствует,Негативное,Низкая,Избегание,4.9,9,63.8,6,6,Необратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,9.0,4.0,2.9,5.1,4.3,4.4,2.5
358,Безопасность и защита,Выбор страховки,Вариант_3,2024-10-06 06:42:47.833668,,,,,,,,,Средняя,Нет,Критическая,Недостаточная,Эксперт,Ограниченные,Слабая,Позитивное,Высокая,Избегание,4.1,3,85.7,9,6,Частично обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.4,6.5,2.7,5.8,8.1,3.9,1.5
359,Безопасность и защита,Выбор страховки,Вариант_4,2025-05-28 06:42:47.833714,,,,,,,,,Высокая,Высокое,Низкая,Недостаточная,Новичок,Ограниченные,Слабая,Негативное,Средняя,Избегание,5.7,5,71.7,7,10,Легко обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.4,7.3,7.4,5.5,3.4,4.6,9.3
360,Безопасность и защита,Системы безопасности дома,Вариант_1,2024-11-19 06:42:47.833759,,,,,,,,,Средняя,Умеренное,Критическая,Достаточная,Средний,Умеренные,Слабая,Нейтральное,Средняя,Избегание,4.1,3,74.5,5,2,Частично обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,7.8,3.7,5.7,3.1,1.4,5.6,4.0
361,Безопасность и защита,Системы безопасности дома,Вариант_2,2025-03-30 06:42:47.833811,,,,,,,,,Низкая,Умеренное,Средняя,Избыточная,Средний,Умеренные,Слабая,Позитивное,Высокая,Нейтральная,5.4,4,118.7,3,9,Частично обратимо,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,5.6,6.8,8.1,9.3,1.9,1.6,1.3
362,Безопасность и защита,Системы безопасности дома,Вариант_3,2025-03-27 06:42:47.833855,,,,,,,,,Низкая,Умеренное,Средняя,Недостаточная,Эксперт,Значительные,Отсутствует,Нейтральное,Низкая,Принятие,6.4,10,132.2,8,8,Частично обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.1,10.0,9.5,8.4,7.8,1.1,6.9
363,Безопасность и защита,Системы безопасности дома,Вариант_4,2025-03-20 06:42:47.834035,,,,,,,,,Низкая,Умеренное,Низкая,Достаточная,Эксперт,Умеренные,Слабая,Негативное,Средняя,Нейтральная,5.6,7,128.3,9,5,Частично обратимо,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,4.9,9.5,4.8,4.9,8.7,1.3,2.3
364,Безопасность и защита,Личная безопасность,Вариант_1,2025-08-11 06:42:47.834086,,,,,,,,,Средняя,Нет,Критическая,Недостаточная,Эксперт,Умеренные,Отсутствует,Нейтральное,Низкая,Нейтральная,6.7,10,161.6,5,2,Легко обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,2.4,9.6,4.0,6.7,6.4,6.5,8.8
365,Безопасность и защита,Личная безопасность,Вариант_2,2024-09-16 06:42:47.834130,,,,,,,,,Низкая,Умеренное,Низкая,Достаточная,Новичок,Умеренные,Сильная,Негативное,Низкая,Нейтральная,4.7,7,66.0,2,3,Необратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3,7.2,5.4,2.7,1.6,9.7,3.6
366,Безопасность и защита,Личная безопасность,Вариант_3,2024-12-26 06:42:47.834175,,,,,,,,,Низкая,Высокое,Высокая,Избыточная,Новичок,Значительные,Сильная,Позитивное,Средняя,Нейтральная,6.5,4,1.7,3,8,Легко обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,4.5,9.1,2.9,8.8,3.8,8.4,7.0
367,Безопасность и защита,Личная безопасность,Вариант_4,2024-10-22 06:42:47.834219,,,,,,,,,Средняя,Умеренное,Высокая,Достаточная,Эксперт,Ограниченные,Слабая,Негативное,Низкая,Принятие,6.8,7,77.2,3,10,Легко обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,5.7,9.2,8.9,5.1,6.2,7.6,3.6
368,Безопасность и защита,Личная безопасность,Вариант_5,2024-09-04 06:42:47.834264,,,,,,,,,Высокая,Нет,Критическая,Достаточная,Эксперт,Ограниченные,Слабая,Негативное,Низкая,Принятие,6.5,6,69.2,3,5,Легко обратимо,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3.2,8.8,3.5,6.7,3.6,9.2,7.3
369,Безопасность и защита,Финансовая защита,Вариант_1,2025-08-14 06:42:47.834309,,,,,,,,,Низкая,Высокое,Средняя,Достаточная,Эксперт,Значительные,Слабая,Нейтральное,Средняя,Избегание,5.4,2,92.4,4,8,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,7.3,7.7,4.4,7.7,8.7,4.6,1.1
370,Безопасность и защита,Финансовая защита,Вариант_2,2025-04-07 06:42:47.834404,,,,,,,,,Низкая,Высокое,Высокая,Недостаточная,Средний,Умеренные,Отсутствует,Негативное,Высокая,Избегание,3.7,9,36.7,1,9,Необратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,2.5,1.2,1.9,3.6,5.8,4.5,1.7
371,Безопасность и защита,Финансовая защита,Вариант_3,2025-02-09 06:42:47.834460,,,,,,,,,Низкая,Нет,Низкая,Достаточная,Новичок,Ограниченные,Слабая,Негативное,Высокая,Принятие,4.9,2,37.4,2,3,Необратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,5.0,6.4,1.4,4.4,2.8,3.2,9.2
372,Безопасность и защита,Финансовая защита,Вариант_4,2025-08-05 06:42:47.834507,,,,,,,,,Низкая,Нет,Средняя,Недостаточная,Средний,Умеренные,Отсутствует,Негативное,Средняя,Принятие,4.7,6,2.5,4,8,Легко обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,2.0,3.9,6.1,2.7,2.9,5.9,9.5
373,Безопасность и защита,Информационная безопасность,Вариант_1,2025-04-07 06:42:47.834563,,,,,,,,,Высокая,Высокое,Средняя,Достаточная,Новичок,Значительные,Слабая,Позитивное,Высокая,Нейтральная,4.7,3,56.1,6,8,Легко обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,4.3,1.6,3.0,3.7,6.4,9.8,1.9
374,Безопасность и защита,Информационная безопасность,Вариант_2,2025-08-18 06:42:47.834614,,,,,,,,,Высокая,Нет,Высокая,Недостаточная,Эксперт,Умеренные,Отсутствует,Позитивное,Низкая,Избегание,5.8,3,63.2,5,4,Легко обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.3,4.4,6.8,3.1,6.3,9.9,3.1
375,Безопасность и защита,Информационная безопасность,Вариант_3,2025-05-15 06:42:47.834663,,,,,,,,,Низкая,Высокое,Критическая,Избыточная,Средний,Ограниченные,Отсутствует,Позитивное,Средняя,Нейтральная,5.9,4,35.0,1,4,Необратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,3.1,7.5,9.9,5.0,8.9,2.2,3.9
376,Безопасность и защита,Информационная безопасность,Вариант_4,2024-10-20 06:42:47.834707,,,,,,,,,Низкая,Нет,Средняя,Недостаточная,Новичок,Значительные,Сильная,Негативное,Низкая,Принятие,5.3,2,71.9,8,5,Легко обратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5.7,2.7,6.7,1.6,5.4,9.6,1.5
377,Безопасность и защита,Информационная безопасность,Вариант_5,2025-04-24 06:42:47.834751,,,,,,,,,Средняя,Умеренное,Критическая,Недостаточная,Средний,Умеренные,Слабая,Позитивное,Высокая,Принятие,6.0,7,127.9,8,1,Частично обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.5,3.7,6.2,9.7,2.8,8.8,5.3
378,Безопасность и защита,Здоровье и медстраховка,Вариант_1,2025-03-27 06:42:47.834951,,,,,,,,,Низкая,Умеренное,Средняя,Избыточная,Средний,Ограниченные,Отсутствует,Негативное,Низкая,Избегание,5.1,9,122.8,6,8,Частично обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,2.4,7.5,3.3,5.2,5.1,4.4,6.5
379,Безопасность и защита,Здоровье и медстраховка,Вариант_2,2025-02-06 06:42:47.834997,,,,,,,,,Средняя,Высокое,Средняя,Недостаточная,Средний,Умеренные,Сильная,Нейтральное,Высокая,Принятие,6.0,8,106.9,6,1,Необратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,4.4,5.4,6.8,6.3,4.7,1.3,9.3
380,Безопасность и защита,Здоровье и медстраховка,Вариант_3,2025-01-22 06:42:47.835045,,,,,,,,,Средняя,Высокое,Критическая,Избыточная,Новичок,Умеренные,Отсутствует,Позитивное,Высокая,Принятие,6.0,3,2.6,2,7,Частично обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3.2,1.3,8.3,6.7,7.1,7.3,6.8
381,Безопасность и защита,Правовая защита,Вариант_1,2025-05-23 06:42:47.835090,,,,,,,,,Высокая,Умеренное,Низкая,Недостаточная,Эксперт,Значительные,Слабая,Негативное,Средняя,Принятие,6.2,4,156.3,7,5,Легко обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,2.5,4.8,7.2,5.5,5.8,9.0,6.3
382,Безопасность и защита,Правовая защита,Вариант_2,2024-12-19 06:42:47.835134,,,,,,,,,Высокая,Нет,Средняя,Достаточная,Новичок,Значительные,Отсутствует,Нейтральное,Высокая,Избегание,4.6,3,34.2,3,4,Частично обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.6,7.3,5.7,6.9,7.6,2.5,4.4
383,Безопасность и защита,Правовая защита,Вариант_3,2025-01-14 06:42:47.835182,,,,,,,,,Высокая,Нет,Критическая,Достаточная,Эксперт,Ограниченные,Отсутствует,Негативное,Средняя,Избегание,5.0,10,132.7,1,2,Легко обратимо,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6.6,8.8,2.5,3.6,4.4,3.5,4.1
384,Безопасность и защита,Правовая защита,Вариант_4,2025-02-16 06:42:47.835236,,,,,,,,,Средняя,Умеренное,Средняя,Достаточная,Эксперт,Умеренные,Слабая,Позитивное,Низкая,Нейтральная,6.5,6,135.6,1,8,Необратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.9,7.9,9.4,5.3,4.0,4.9,4.3
385,Безопасность и защита,Правовая защита,Вариант_5,2025-06-17 06:42:47.835288,,,,,,,,,Средняя,Высокое,Критическая,Избыточная,Новичок,Ограниченные,Сильная,Нейтральное,Низкая,Принятие,5.2,6,146.8,6,8,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.1,5.8,9.6,7.8,3.2,5.1,7.2
386,Безопасность и защита,Экстренные ситуации,Вариант_1,2024-10-18 06:42:47.835479,,,,,,,,,Средняя,Умеренное,Средняя,Избыточная,Новичок,Значительные,Сильная,Позитивное,Высокая,Избегание,6.6,3,83.9,2,5,Необратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,4.1,9.5,9.5,5.3,6.9,7.3,1.9
387,Безопасность и защита,Экстренные ситуации,Вариант_2,2025-06-02 06:42:47.835618,,,,,,,,,Низкая,Умеренное,Низкая,Недостаточная,Средний,Умеренные,Слабая,Негативное,Высокая,Нейтральная,6.6,8,159.9,2,3,Необратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,9.6,5.3,5.9,3.2,2.5,9.5,7.3
